Dataset,g_lat,g_lon,Count
Surface Original,-630,2390,529
Surface Original,-626,2418,528
Surface Original,-590,2383,527
Surface Original,-615,2391,526
Surface Original,-642,2382,526
Surface Original,-632,2383,525
Surface Original,-672,2345,522
Surface Original,-672,2400,522
Surface Original,-607,2396,521
Surface Original,-622,2332,521
Surface Original,-650,2393,520
Surface Original,-582,2342,520
Surface Original,-641,2430,519
Surface Original,-671,2400,517
Surface Original,-581,2343,516
Surface Original,-581,2341,516
Surface Original,-632,2387,516
Surface Original,-676,2360,516
Surface Original,-624,2360,516
Surface Original,-575,2357,515
Surface Original,-621,2331,513
Surface Original,-621,2332,512
Surface Original,-565,2335,512
Surface Original,-668,2358,512
Surface Original,-638,2431,512
Surface Original,-581,2369,511
Surface Original,-672,2365,511
Surface Original,-612,2380,511
Surface Original,-673,2357,509
Surface Original,-617,2393,508
Surface Original,-619,2393,507
Surface Original,-648,2434,506
Surface Original,-639,2381,503
Surface Original,-625,2429,503
Surface Original,-678,2361,501
Surface Original,-601,2382,500
Surface Original,-607,2398,499
Surface Original,-650,2414,499
Surface Original,-669,2354,499
Surface Original,-548,2309,498
Surface Original,-623,2422,498
Surface Original,-620,2331,498
Surface Original,-643,2367,495
Surface Original,-631,2371,495
Surface Original,-608,2377,493
Surface Original,-613,2401,492
Surface Original,-624,2399,492
Surface Original,-650,2433,491
Surface Original,-674,2358,491
Surface Original,-623,2421,491
Surface Original,-675,2359,491
Surface Original,-640,2409,489
Surface Original,-642,2367,489
Surface Original,-619,2423,488
Surface Original,-606,2395,487
Surface Original,-672,2401,487
Surface Original,-671,2352,487
Surface Original,-613,2416,487
Surface Original,-585,2354,487
Surface Original,-602,2387,486
Surface Original,-620,2394,486
Surface Original,-586,2335,482
Surface Original,-640,2379,481
Surface Original,-664,2364,480
Surface Original,-574,2340,479
Surface Original,-634,2368,478
Surface Original,-644,2395,477
Surface Original,-624,2371,477
Surface Original,-674,2380,476
Surface Original,-574,2353,476
Surface Original,-665,2366,473
Surface Original,-624,2394,473
Surface Original,-648,2433,473
Surface Original,-600,2373,471
Surface Original,-630,2389,471
Surface Original,-604,2387,470
Surface Original,-619,2333,469
Surface Original,-566,2328,469
Surface Original,-621,2417,468
Surface Original,-675,2377,468
Surface Original,-555,2345,467
Surface Original,-651,2326,465
Surface Original,-632,2384,464
Surface Original,-622,2382,463
Surface Original,-544,2322,463
Surface Original,-666,2380,463
Surface Original,-677,2377,462
Surface Original,-664,2353,460
Surface Original,-671,2353,458
Surface Original,-594,2330,456
Surface Original,-652,2395,456
Surface Original,-595,2388,456
Surface Original,-676,2375,456
Surface Original,-594,2331,456
Surface Original,-583,2341,455
Surface Original,-666,2379,455
Surface Original,-608,2399,453
Surface Original,-617,2422,452
Surface Original,-666,2358,452
Surface Original,-641,2395,452
Surface Original,-614,2380,451
Surface Original,-650,2392,451
Surface Original,-632,2430,451
Surface Original,-580,2362,449
Surface Original,-613,2415,448
Surface Original,-684,2324,447
Surface Original,-579,2366,447
Surface Original,-586,2337,445
Surface Original,-624,2386,444
Surface Original,-666,2359,444
Surface Original,-615,2403,443
Surface Original,-587,2352,443
Surface Original,-666,2354,442
Surface Original,-667,2375,442
Surface Original,-673,2352,441
Surface Original,-547,2321,440
Surface Original,-672,2352,437
Surface Original,-590,2345,437
Surface Original,-656,2363,436
Surface Original,-672,2405,433
Surface Original,-672,2343,432
Surface Original,-592,2391,432
Surface Original,-639,2380,431
Surface Original,-671,2348,430
Surface Original,-646,2378,430
Surface Original,-567,2335,429
Surface Original,-570,2335,428
Surface Original,-667,2380,428
Surface Original,-573,2338,427
Surface Original,-618,2422,427
Surface Original,-634,2432,427
Surface Original,-644,2366,427
Surface Original,-677,2362,426
Surface Original,-573,2330,426
Surface Original,-598,2374,426
Surface Original,-653,2394,425
Surface Original,-674,2353,425
Surface Original,-611,2323,425
Surface Original,-668,2360,424
Surface Original,-611,2416,424
Surface Original,-646,2412,420
Surface Original,-615,2333,418
Surface Original,-616,2392,414
Surface Original,-610,2400,414
Surface Original,-671,2343,412
Surface Original,-618,2332,411
Surface Original,-609,2324,411
Surface Original,-624,2337,409
Surface Original,-630,2392,408
Surface Original,-673,2365,408
Surface Original,-673,2399,406
Surface Original,-574,2354,404
Surface Original,-655,2396,404
Surface Original,-656,2327,404
Surface Original,-631,2423,404
Surface Original,-578,2341,403
Surface Original,-609,2399,403
Surface Original,-644,2367,402
Surface Original,-639,2368,400
Surface Original,-676,2377,400
Surface Original,-670,2341,398
Surface Original,-607,2395,398
Surface Original,-647,2417,398
Surface Original,-634,2431,398
Surface Original,-611,2379,398
Surface Original,-647,2414,397
Surface Original,-661,2367,397
Surface Original,-675,2360,395
Surface Original,-670,2347,395
Surface Original,-641,2434,394
Surface Original,-602,2401,393
Surface Original,-690,2347,393
Surface Original,-626,2330,392
Surface Original,-649,2414,392
Surface Original,-665,2354,392
Surface Original,-672,2353,392
Surface Original,-675,2381,392
Surface Original,-637,2430,392
Surface Original,-618,2391,392
Surface Original,-636,2368,391
Surface Original,-664,2352,391
Surface Original,-668,2357,390
Surface Original,-628,2392,389
Surface Original,-662,2356,388
Surface Original,-680,2381,387
Surface Original,-617,2419,387
Surface Original,-650,2416,387
Surface Original,-644,2410,387
Surface Original,-669,2358,385
Surface Original,-553,2342,384
Surface Original,-622,2323,384
Surface Original,-673,2366,384
Surface Original,-639,2382,383
Surface Original,-657,2363,381
Surface Original,-597,2382,381
Surface Original,-635,2434,379
Surface Original,-613,2414,379
Surface Original,-643,2432,379
Surface Original,-545,2322,379
Surface Original,-601,2387,378
Surface Original,-627,2418,378
Surface Original,-593,2383,378
Surface Original,-594,2384,378
Surface Original,-656,2374,377
Surface Original,-671,2404,377
Surface Original,-668,2418,377
Surface Original,-671,2401,375
Surface Original,-630,2336,373
Surface Original,-576,2357,373
Surface Original,-668,2376,373
Surface Original,-556,2294,372
Surface Original,-651,2416,371
Surface Original,-666,2363,371
Surface Original,-637,2341,370
Surface Original,-677,2359,370
Surface Original,-617,2381,369
Surface Original,-611,2413,368
Surface Original,-568,2337,368
Surface Original,-633,2431,367
Surface Original,-672,2357,365
Surface Original,-672,2407,365
Surface Original,-609,2377,364
Surface Original,-666,2353,364
Surface Original,-669,2390,363
Surface Original,-668,2351,362
Surface Original,-645,2412,362
Surface Original,-667,2357,361
Surface Original,-676,2359,360
Surface Original,-664,2351,360
Surface Original,-622,2416,357
Surface Original,-638,2434,357
Surface Original,-628,2386,356
Surface Original,-672,2355,355
Surface Original,-584,2352,355
Surface Original,-681,2364,355
Surface Original,-614,2414,354
Surface Original,-623,2361,354
Surface Original,-663,2365,354
Surface Original,-600,2382,354
Surface Original,-646,2396,354
Surface Original,-668,2356,353
Surface Original,-604,2402,353
Surface Original,-667,2363,351
Surface Original,-600,2383,350
Surface Original,-638,2382,350
Surface Original,-667,2359,350
Surface Original,-656,2400,350
Surface Original,-639,2379,349
Surface Original,-582,2366,349
Surface Original,-601,2383,348
Surface Original,-663,2376,347
Surface Original,-665,2378,346
Surface Original,-632,2433,346
Surface Original,-587,2351,346
Surface Original,-638,2430,346
Surface Original,-587,2345,345
Surface Original,-651,2396,344
Surface Original,-563,2335,344
Surface Original,-580,2369,343
Surface Original,-621,2415,343
Surface Original,-569,2334,342
Surface Original,-683,2319,341
Surface Original,-621,2334,341
Surface Original,-664,2355,341
Surface Original,-623,2331,339
Surface Original,-645,2392,338
Surface Original,-622,2331,338
Surface Original,-597,2386,338
Surface Original,-691,2342,338
Surface Original,-670,2400,337
Surface Original,-657,2333,337
Surface Original,-648,2418,335
Surface Original,-669,2391,334
Surface Original,-619,2418,334
Surface Original,-610,2379,334
Surface Original,-660,2395,334
Surface Original,-589,2340,333
Surface Original,-644,2431,333
Surface Original,-639,2395,333
Surface Original,-570,2329,332
Surface Original,-644,2412,332
Surface Original,-632,2337,332
Surface Original,-575,2356,332
Surface Original,-645,2432,332
Surface Original,-619,2420,331
Surface Original,-605,2383,330
Surface Original,-666,2355,329
Surface Original,-643,2366,329
Surface Original,-624,2370,328
Surface Original,-597,2374,327
Surface Original,-598,2373,325
Surface Original,-669,2355,324
Surface Original,-630,2386,324
Surface Original,-649,2342,324
Surface Original,-624,2393,323
Surface Original,-651,2414,322
Surface Original,-623,2370,321
Surface Original,-652,2394,320
Surface Original,-637,2380,319
Surface Original,-610,2414,319
Surface Original,-636,2382,319
Surface Original,-625,2330,318
Surface Original,-643,2368,318
Surface Original,-618,2384,318
Surface Original,-623,2393,316
Surface Original,-671,2344,315
Surface Original,-638,2408,315
Surface Original,-668,2381,314
Surface Original,-620,2393,314
Surface Original,-631,2386,313
Surface Original,-669,2410,313
Surface Original,-654,2397,312
Surface Original,-616,2379,311
Surface Original,-626,2362,311
Surface Original,-621,2396,310
Surface Original,-642,2432,310
Surface Original,-608,2394,309
Surface Original,-647,2418,309
Surface Original,-664,2354,309
Surface Original,-596,2386,308
Surface Original,-664,2359,308
Surface Original,-679,2361,306
Surface Original,-603,2382,306
Surface Original,-619,2383,306
Surface Original,-663,2359,305
Surface Original,-629,2431,305
Surface Original,-667,2356,304
Surface Original,-545,2326,304
Surface Original,-622,2325,303
Surface Original,-610,2375,303
Surface Original,-574,2338,303
Surface Original,-682,2365,303
Surface Original,-666,2360,301
Surface Original,-648,2392,299
Surface Original,-674,2352,299
Surface Original,-649,2413,298
Surface Original,-642,2368,297
Surface Original,-597,2385,297
Surface Original,-620,2415,295
Surface Original,-566,2334,295
Surface Original,-605,2388,295
Surface Original,-616,2332,295
Surface Original,-676,2405,294
Surface Original,-668,2353,294
Surface Original,-671,2341,294
Surface Original,-662,2355,293
Surface Original,-636,2434,291
Surface Original,-651,2392,290
Surface Original,-579,2369,290
Surface Original,-598,2400,289
Surface Original,-580,2370,287
Surface Original,-675,2361,287
Surface Original,-575,2334,287
Surface Original,-637,2381,287
Surface Original,-664,2360,286
Surface Original,-664,2365,286
Surface Original,-572,2354,284
Surface Original,-562,2335,283
Surface Original,-573,2328,283
Surface Original,-621,2358,280
Surface Original,-624,2423,280
Surface Original,-670,2357,279
Surface Original,-670,2392,278
Surface Original,-677,2358,278
Surface Original,-646,2413,278
Surface Original,-673,2407,278
Surface Original,-669,2364,277
Surface Original,-646,2417,277
Surface Original,-626,2373,276
Surface Original,-598,2399,273
Surface Original,-648,2412,273
Surface Original,-629,2370,272
Surface Original,-562,2334,272
Surface Original,-630,2335,271
Surface Original,-589,2350,271
Surface Original,-649,2419,270
Surface Original,-567,2355,270
Surface Original,-553,2343,270
Surface Original,-617,2384,270
Surface Original,-622,2335,270
Surface Original,-621,2382,269
Surface Original,-583,2337,268
Surface Original,-665,2359,268
Surface Original,-651,2378,267
Surface Original,-665,2430,266
Surface Original,-653,2379,266
Surface Original,-619,2422,265
Surface Original,-645,2411,264
Surface Original,-621,2393,264
Surface Original,-662,2441,264
Surface Original,-616,2356,263
Surface Original,-645,2372,263
Surface Original,-581,2347,263
Surface Original,-628,2334,263
Surface Original,-573,2354,262
Surface Original,-603,2402,262
Surface Original,-658,2363,262
Surface Original,-620,2334,262
Surface Original,-660,2367,262
Surface Original,-617,2357,262
Surface Original,-647,2433,261
Surface Original,-580,2341,260
Surface Original,-573,2355,260
Surface Original,-691,2343,259
Surface Original,-671,2378,258
Surface Original,-669,2351,257
Surface Original,-569,2329,257
Surface Original,-604,2382,256
Surface Original,-592,2389,256
Surface Original,-669,2357,256
Surface Original,-642,2366,255
Surface Original,-578,2363,255
Surface Original,-678,2362,255
Surface Original,-656,2439,254
Surface Original,-593,2329,254
Surface Original,-634,2427,253
Surface Original,-634,2392,252
Surface Original,-623,2371,251
Surface Original,-589,2339,251
Surface Original,-664,2395,251
Surface Original,-662,2440,250
Surface Original,-664,2425,250
Surface Original,-678,2380,250
Surface Original,-582,2338,249
Surface Original,-670,2364,249
Surface Original,-662,2363,249
Surface Original,-665,2360,248
Surface Original,-614,2390,248
Surface Original,-603,2401,248
Surface Original,-618,2357,247
Surface Original,-587,2346,247
Surface Original,-609,2400,247
Surface Original,-555,2294,247
Surface Original,-690,2345,247
Surface Original,-563,2334,247
Surface Original,-612,2362,244
Surface Original,-671,2363,243
Surface Original,-572,2329,242
Surface Original,-665,2431,241
Surface Original,-577,2352,241
Surface Original,-641,2433,241
Surface Original,-663,2351,241
Surface Original,-588,2382,240
Surface Original,-656,2397,240
Surface Original,-629,2334,240
Surface Original,-619,2332,240
Surface Original,-620,2381,239
Surface Original,-676,2362,238
Surface Original,-624,2424,238
Surface Original,-637,2431,237
Surface Original,-671,2376,236
Surface Original,-635,2382,235
Surface Original,-549,2308,235
Surface Original,-669,2360,234
Surface Original,-664,2424,234
Surface Original,-651,2325,233
Surface Original,-651,2397,232
Surface Original,-625,2386,232
Surface Original,-672,2366,232
Surface Original,-582,2339,232
Surface Original,-587,2353,231
Surface Original,-621,2323,230
Surface Original,-580,2366,230
Surface Original,-627,2419,230
Surface Original,-656,2351,230
Surface Original,-687,2337,230
Surface Original,-648,2414,230
Surface Original,-667,2381,230
Surface Original,-564,2336,229
Surface Original,-585,2351,229
Surface Original,-580,2345,229
Surface Original,-566,2355,229
Surface Original,-626,2388,229
Surface Original,-663,2357,228
Surface Original,-637,2392,228
Surface Original,-658,2440,228
Surface Original,-655,2397,227
Surface Original,-566,2329,227
Surface Original,-677,2357,227
Surface Original,-664,2430,226
Surface Original,-688,2351,226
Surface Original,-581,2346,225
Surface Original,-624,2332,225
Surface Original,-681,2318,224
Surface Original,-647,2395,224
Surface Original,-661,2368,224
Surface Original,-586,2336,224
Surface Original,-546,2312,223
Surface Original,-613,2402,223
Surface Original,-607,2394,222
Surface Original,-625,2421,222
Surface Original,-601,2386,222
Surface Original,-680,2365,221
Surface Original,-596,2374,221
Surface Original,-653,2422,221
Surface Original,-571,2338,220
Surface Original,-630,2388,219
Surface Original,-642,2412,219
Surface Original,-642,2377,218
Surface Original,-668,2354,217
Surface Original,-584,2336,216
Surface Original,-670,2359,216
Surface Original,-626,2387,215
Surface Original,-619,2334,215
Surface Original,-609,2374,215
Surface Original,-663,2441,214
Surface Original,-673,2360,214
Surface Original,-639,2434,213
Surface Original,-678,2321,213
Surface Original,-673,2347,212
Surface Original,-579,2368,212
Surface Original,-641,2405,211
Surface Original,-640,2382,210
Surface Original,-604,2386,210
Surface Original,-576,2334,210
Surface Original,-577,2334,210
Surface Original,-624,2389,210
Surface Original,-615,2390,209
Surface Original,-657,2327,208
Surface Original,-574,2334,208
Surface Original,-621,2424,208
Surface Original,-666,2357,207
Surface Original,-578,2366,207
Surface Original,-623,2425,207
Surface Original,-666,2424,206
Surface Original,-625,2329,206
Surface Original,-657,2364,206
Surface Original,-625,2424,206
Surface Original,-640,2433,206
Surface Original,-593,2330,205
Surface Original,-544,2326,204
Surface Original,-599,2373,204
Surface Original,-681,2381,204
Surface Original,-668,2365,203
Surface Original,-665,2363,202
Surface Original,-634,2382,202
Surface Original,-620,2392,202
Surface Original,-676,2366,202
Surface Original,-676,2365,202
Surface Original,-666,2421,201
Surface Original,-677,2360,201
Surface Original,-661,2351,201
Surface Original,-658,2439,201
Surface Original,-648,2394,201
Surface Original,-676,2380,200
Surface Original,-649,2395,199
Surface Original,-631,2336,199
Surface Original,-614,2401,199
Surface Original,-646,2395,198
Surface Original,-635,2377,198
Surface Original,-600,2389,198
Surface Original,-671,2366,197
Surface Original,-654,2364,197
Surface Original,-623,2334,196
Surface Original,-648,2409,195
Surface Original,-629,2423,195
Surface Original,-566,2333,195
Surface Original,-667,2423,195
Surface Original,-640,2368,195
Surface Original,-656,2437,194
Surface Original,-663,2442,194
Surface Original,-673,2379,194
Surface Original,-665,2421,193
Surface Original,-664,2358,193
Surface Original,-653,2327,193
Surface Original,-682,2320,193
Surface Original,-686,2364,193
Surface Original,-630,2423,193
Surface Original,-642,2394,192
Surface Original,-642,2424,192
Surface Original,-631,2370,191
Surface Original,-657,2401,191
Surface Original,-679,2362,191
Surface Original,-609,2414,191
Surface Original,-665,2353,191
Surface Original,-645,2435,190
Surface Original,-656,2438,190
Surface Original,-579,2363,190
Surface Original,-629,2392,190
Surface Original,-671,2357,189
Surface Original,-666,2362,189
Surface Original,-580,2363,189
Surface Original,-665,2350,188
Surface Original,-629,2336,188
Surface Original,-580,2320,187
Surface Original,-606,2380,187
Surface Original,-618,2356,187
Surface Original,-673,2348,186
Surface Original,-580,2364,186
Surface Original,-657,2440,186
Surface Original,-667,2424,186
Surface Original,-622,2394,185
Surface Original,-636,2376,184
Surface Original,-666,2422,184
Surface Original,-671,2426,184
Surface Original,-612,2415,184
Surface Original,-645,2395,184
Surface Original,-580,2361,183
Surface Original,-616,2381,182
Surface Original,-569,2330,182
Surface Original,-664,2396,182
Surface Original,-691,2351,182
Surface Original,-684,2319,181
Surface Original,-604,2372,181
Surface Original,-633,2409,181
Surface Original,-596,2329,180
Surface Original,-567,2332,180
Surface Original,-681,2319,180
Surface Original,-638,2381,180
Surface Original,-602,2373,179
Surface Original,-667,2353,178
